Id,SalePrice
1461,103556.9588286877
1462,150299.00708765234
1463,171849.3342469166
1464,193827.29289196167
1465,195604.39058846317
1466,168468.86655713187
1467,177659.81113565993
1468,159506.69592029124
1469,203333.27351893138
1470,113328.83461888303
1471,172111.82007932125
1472,101327.96996342506
1473,90278.40930784779
1474,146793.21454566956
1475,104319.01525239315
1476,355815.1071067925
1477,248322.18863288144
1478,310127.8098220277
1479,314064.2522991613
1480,443325.15058526327
1481,310364.0191867441
1482,220148.64783983823
1483,168866.39433426654
1484,173451.12016746437
1485,199489.23831246066
1486,195272.339837455
1487,327637.61539737065
1488,230613.29660507108
1489,190356.19131986942
1490,244115.00831881835
1491,204773.7289852397
1492,91787.5872523532
1493,216790.89355316767
1494,295097.7385238646
1495,277934.17303955555
1496,246262.37989649325
1497,165565.28633352378
1498,171730.8270771138
1499,162530.07049329788
1500,156883.01128345056
1501,189711.35809283933
1502,143993.16053194372
1503,285436.2523895653
1504,240068.95676139015
1505,219378.95280115967
1506,194990.9991195009
1507,241745.14471721323
1508,194011.88881818057
1509,154617.25381078638
1510,145899.59509318328
1511,145032.01604284014
1512,170260.02176058607
1513,156320.3920216728
1514,148901.09850914503
1515,199592.98464337256
1516,157313.27460894003
1517,176135.51187203795
1518,116718.72419512807
1519,216779.33109780544
1520,123653.49877981354
1521,122641.12013239715
1522,187177.84283839836
1523,99450.59154074604
1524,120797.34971472342
1525,107141.07146513794
1526,99881.22098479654
1527,101686.61649706666
1528,132655.74794909207
1529,147048.56958443788
1530,221881.65261934415
1531,141267.59598716488
1532,98547.56641698422
1533,149357.4469043463
1534,127580.62957011751
1535,135565.30284540122
1536,93888.37001806108
1537,39239.47593810981
1538,165469.34226101098
1539,217105.92885841377
1540,117555.33074720309
1541,139192.93977383655
1542,132263.2240149002
1543,185147.98485252497
1544,83736.70228017788
1545,122106.17220458618
1546,145730.43810340975
1547,132837.47164209466
1548,147101.28517471746
1549,125016.50687285299
1550,142493.8992497458
1551,110086.24862751717
1552,153544.56466994793
1553,152105.48020298767
1554,116935.92702145247
1555,150960.52546088223
1556,73965.14283968578
1557,100095.43428447406
1558,103323.33012296047
1559,74601.3843008984
1560,124599.50852096606
1561,127265.77662893922
1562,135426.06642276683
1563,125365.25910243786
1564,148995.96008711046
1565,146577.22258768493
1566,241013.94813934102
1567,69287.60647199376
1568,237345.31368044042
1569,120276.9148949931
1570,142980.2307022489
1571,88828.55112857108
1572,137972.726293365
1573,243617.23522472172
1574,129636.58956034377
1575,236732.05757456183
1576,243623.97567148012
1577,186469.1091221177
1578,158134.41820981656
1579,130021.24809134856
1580,193476.4977078869
1581,161447.2005343704
1582,131890.08130923205
1583,270857.62272002816
1584,219611.87116225454
1585,138915.74774912148
1586,57212.36069157995
1587,111674.89219884641
1588,159790.35684568965
1589,96800.09864236214
1590,122591.95388349443
1591,76026.71179472562
1592,131479.0391064957
1593,141711.5441548262
1594,140812.93132860164
1595,105131.38948699535
1596,222356.16875519304
1597,199496.01733883403
1598,214614.15079489668
1599,193418.5334031181
1600,181477.80861587124
1601,45393.47926071429
1602,122272.22236094522
1603,83875.55465098332
1604,274227.11344694515
1605,238792.25120029243
1606,154394.44138036997
1607,169015.54902034707
1608,215268.9184882625
1609,186747.6091791219
1610,149594.04853526104
1611,137148.8167883005
1612,182229.06864573184
1613,164492.35223519965
1614,147152.48070701997
1615,86836.63802421486
1616,58669.1447385622
1617,82530.95337970262
1618,124611.35299375164
1619,150303.37236971766
1620,176651.43397121856
1621,123089.50029037856
1622,154385.21690300884
1623,263054.33286570566
1624,204481.69972196355
1625,115301.82943633047
1626,174291.61710582417
1627,182061.2332424276
1628,281042.54581794393
1629,187388.7177719901
1630,325507.0593748186
1631,229908.6725475138
1632,229639.35535621198
1633,192898.2769188035
1634,188730.88504462817
1635,175278.04669281453
1636,152479.46667936884
1637,190074.48295213125
1638,182552.86023466595
1639,187243.55851522335
1640,240310.21051857094
1641,181861.2550030715
1642,263063.3807337129
1643,210564.5855410417
1644,233173.41812650606
1645,204007.10648617026
1646,165629.06407563124
1647,161804.47188678084
1648,127790.37036097597
1649,137697.45744255264
1650,112050.12788569878
1651,113541.50049750847
1652,103163.78110708778
1653,102910.5982927736
1654,144780.14069826834
1655,130176.37622221363
1656,142017.49596973715
1657,152860.4702611575
1658,152056.3693907568
1659,122255.82251053426
1660,150129.53555028257
1661,393949.539490485
1662,365229.1819134761
1663,361550.20065312344
1664,430850.93677005917
1665,319343.4010679823
1666,319447.8682923783
1667,355190.9184586465
1668,354313.50843506365
1669,323066.4199425518
1670,346768.8723373331
1671,256951.5963950964
1672,383656.2116572906
1673,287927.3633015639
1674,241469.39922948857
1675,199241.47994811385
1676,205454.37568070533
1677,211768.14412257678
1678,439053.83687090053
1679,373021.7963240718
1680,331578.4048461008
1681,282668.4768821258
1682,315642.6148886235
1683,192515.26005645245
1684,175673.78435091279
1685,179266.53835617384
